#,id,authors,year,title,venue,apa,doi,tags,catalog,synthetic,citable,doi_url
138,lewis2020rag,Lewis et al.,2020,Retrieval-augmented generation for knowledge-intensive NLP tasks,NeurIPS,Lewis et al. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. NeurIPS. https://doi.org/10.48550/arXiv.2005.11401,10.48550/arXiv.2005.11401,"rag, hallucination",core,false,true,https://doi.org/10.48550/arXiv.2005.11401
139,survey_rag_0018,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
140,survey_rag_0078,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
141,survey_rag_0138,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
142,survey_rag_0198,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
143,survey_rag_0258,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
144,survey_rag_0318,Li et al.,2024,Faithful generation via retrieval in multi-agent systems,IEEE TIFS,Li et al. (2024). Faithful generation via retrieval in multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
145,survey_rag_0048,Li et al.,2024,Latency-aware RAG pipelines for multi-agent systems,IEEE TIFS,Li et al. (2024). Latency-aware RAG pipelines for multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
146,survey_rag_0108,Li et al.,2024,Latency-aware RAG pipelines for multi-agent systems,IEEE TIFS,Li et al. (2024). Latency-aware RAG pipelines for multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
147,survey_rag_0168,Li et al.,2024,Latency-aware RAG pipelines for multi-agent systems,IEEE TIFS,Li et al. (2024). Latency-aware RAG pipelines for multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
148,survey_rag_0228,Li et al.,2024,Latency-aware RAG pipelines for multi-agent systems,IEEE TIFS,Li et al. (2024). Latency-aware RAG pipelines for multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
149,survey_rag_0288,Li et al.,2024,Latency-aware RAG pipelines for multi-agent systems,IEEE TIFS,Li et al. (2024). Latency-aware RAG pipelines for multi-agent systems. IEEE TIFS.,,rag,extended,true,false,
150,survey_ids_0041,Liu et al.,2017,Feature engineering for NIDS on malware analysis reports,IEEE S&P,Liu et al. (2017). Feature engineering for NIDS on malware analysis reports. IEEE S&P.,,ids,extended,true,false,
151,survey_ids_0101,Liu et al.,2017,Feature engineering for NIDS on malware analysis reports,IEEE S&P,Liu et al. (2017). Feature engineering for NIDS on malware analysis reports. IEEE S&P.,,ids,extended,true,false,
152,survey_ids_0161,Liu et al.,2017,Feature engineering for NIDS on malware analysis reports,IEEE S&P,Liu et al. (2017). Feature engineering for NIDS on malware analysis reports. IEEE S&P.,,ids,extended,true,false,
153,survey_ids_0221,Liu et al.,2017,Feature engineering for NIDS on malware analysis reports,IEEE S&P,Liu et al. (2017). Feature engineering for NIDS on malware analysis reports. IEEE S&P.,,ids,extended,true,false,
154,survey_ids_0281,Liu et al.,2017,Feature engineering for NIDS on malware analysis reports,IEEE S&P,Liu et al. (2017). Feature engineering for NIDS on malware analysis reports. IEEE S&P.,,ids,extended,true,false,
155,survey_ids_0011,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
156,survey_ids_0071,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
157,survey_ids_0131,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
158,survey_ids_0191,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
159,survey_ids_0251,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
160,survey_ids_0311,Liu et al.,2017,NIDS datasets and benchmarks for malware analysis reports,IEEE S&P,Liu et al. (2017). NIDS datasets and benchmarks for malware analysis reports. IEEE S&P.,,ids,extended,true,false,
161,survey_ids_0029,Miller et al.,2025,Alert correlation and triage for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Alert correlation and triage for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
162,survey_ids_0089,Miller et al.,2025,Alert correlation and triage for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Alert correlation and triage for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
163,survey_ids_0149,Miller et al.,2025,Alert correlation and triage for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Alert correlation and triage for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
164,survey_ids_0209,Miller et al.,2025,Alert correlation and triage for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Alert correlation and triage for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
165,survey_ids_0269,Miller et al.,2025,Alert correlation and triage for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Alert correlation and triage for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
166,survey_ids_0059,Miller et al.,2025,Hybrid signature-anomaly IDS for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Hybrid signature-anomaly IDS for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
167,survey_ids_0119,Miller et al.,2025,Hybrid signature-anomaly IDS for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Hybrid signature-anomaly IDS for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
168,survey_ids_0179,Miller et al.,2025,Hybrid signature-anomaly IDS for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Hybrid signature-anomaly IDS for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
169,survey_ids_0239,Miller et al.,2025,Hybrid signature-anomaly IDS for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Hybrid signature-anomaly IDS for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
170,survey_ids_0299,Miller et al.,2025,Hybrid signature-anomaly IDS for DNS/traffic analytics,Journal of Cybersecurity,Miller et al. (2025). Hybrid signature-anomaly IDS for DNS/traffic analytics. Journal of Cybersecurity.,,ids,extended,true,false,
171,survey_cti_0016,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
172,survey_cti_0076,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
173,survey_cti_0136,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
174,survey_cti_0196,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
175,survey_cti_0256,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
176,survey_cti_0316,Nguyen et al.,2022,CTI knowledge sharing and quality in digital forensics,RAID,Nguyen et al. (2022). CTI knowledge sharing and quality in digital forensics. RAID.,,cti,extended,true,false,
177,survey_cti_0046,Nguyen et al.,2022,OSINT enrichment for digital forensics,RAID,Nguyen et al. (2022). OSINT enrichment for digital forensics. RAID.,,cti,extended,true,false,
178,survey_cti_0106,Nguyen et al.,2022,OSINT enrichment for digital forensics,RAID,Nguyen et al. (2022). OSINT enrichment for digital forensics. RAID.,,cti,extended,true,false,
179,survey_cti_0166,Nguyen et al.,2022,OSINT enrichment for digital forensics,RAID,Nguyen et al. (2022). OSINT enrichment for digital forensics. RAID.,,cti,extended,true,false,
180,survey_cti_0226,Nguyen et al.,2022,OSINT enrichment for digital forensics,RAID,Nguyen et al. (2022). OSINT enrichment for digital forensics. RAID.,,cti,extended,true,false,
181,survey_cti_0286,Nguyen et al.,2022,OSINT enrichment for digital forensics,RAID,Nguyen et al. (2022). OSINT enrichment for digital forensics. RAID.,,cti,extended,true,false,
182,survey_graphrag_0055,Park et al.,2021,Dynamic graph updates in graphrag for incident response notes,ECIR,Park et al. (2021). Dynamic graph updates in graphrag for incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
183,survey_graphrag_0115,Park et al.,2021,Dynamic graph updates in graphrag for incident response notes,ECIR,Park et al. (2021). Dynamic graph updates in graphrag for incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
184,survey_graphrag_0175,Park et al.,2021,Dynamic graph updates in graphrag for incident response notes,ECIR,Park et al. (2021). Dynamic graph updates in graphrag for incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
185,survey_graphrag_0235,Park et al.,2021,Dynamic graph updates in graphrag for incident response notes,ECIR,Park et al. (2021). Dynamic graph updates in graphrag for incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
186,survey_graphrag_0295,Park et al.,2021,Dynamic graph updates in graphrag for incident response notes,ECIR,Park et al. (2021). Dynamic graph updates in graphrag for incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
187,survey_graphrag_0025,Park et al.,2021,Knowledge-graph indexing for RAG in incident response notes,ECIR,Park et al. (2021). Knowledge-graph indexing for RAG in incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
188,survey_graphrag_0085,Park et al.,2021,Knowledge-graph indexing for RAG in incident response notes,ECIR,Park et al. (2021). Knowledge-graph indexing for RAG in incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
189,survey_graphrag_0145,Park et al.,2021,Knowledge-graph indexing for RAG in incident response notes,ECIR,Park et al. (2021). Knowledge-graph indexing for RAG in incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
190,survey_graphrag_0205,Park et al.,2021,Knowledge-graph indexing for RAG in incident response notes,ECIR,Park et al. (2021). Knowledge-graph indexing for RAG in incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
191,survey_graphrag_0265,Park et al.,2021,Knowledge-graph indexing for RAG in incident response notes,ECIR,Park et al. (2021). Knowledge-graph indexing for RAG in incident response notes. ECIR.,,"graphrag, kg",extended,true,false,
192,survey_hallucination_0015,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
193,survey_hallucination_0075,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
194,survey_hallucination_0135,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
195,survey_hallucination_0195,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
196,survey_hallucination_0255,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
197,survey_hallucination_0315,Patel et al.,2021,Faithfulness metrics for phishing analysis,ACSAC,Patel et al. (2021). Faithfulness metrics for phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
198,survey_hallucination_0045,Patel et al.,2021,Uncertainty estimation to reduce hallucination in phishing analysis,ACSAC,Patel et al. (2021). Uncertainty estimation to reduce hallucination in phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
199,survey_hallucination_0105,Patel et al.,2021,Uncertainty estimation to reduce hallucination in phishing analysis,ACSAC,Patel et al. (2021). Uncertainty estimation to reduce hallucination in phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
200,survey_hallucination_0165,Patel et al.,2021,Uncertainty estimation to reduce hallucination in phishing analysis,ACSAC,Patel et al. (2021). Uncertainty estimation to reduce hallucination in phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
201,survey_hallucination_0225,Patel et al.,2021,Uncertainty estimation to reduce hallucination in phishing analysis,ACSAC,Patel et al. (2021). Uncertainty estimation to reduce hallucination in phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
202,survey_hallucination_0285,Patel et al.,2021,Uncertainty estimation to reduce hallucination in phishing analysis,ACSAC,Patel et al. (2021). Uncertainty estimation to reduce hallucination in phishing analysis. ACSAC.,,"hallucination, rag",extended,true,false,
203,peng2023kgllm,Peng et al.,2024,Knowledge graphs meet multi-modal learning: A survey,arXiv,Peng et al. (2024). Knowledge graphs meet multi-modal learning: A survey. arXiv. https://doi.org/10.48550/arXiv.2402.05391,10.48550/arXiv.2402.05391,kg,core,false,true,https://doi.org/10.48550/arXiv.2402.05391
204,survey_kg_0038,Peng et al.,2024,Ontology design for security operations,WWW,Peng et al. (2024). Ontology design for security operations. WWW.,,kg,extended,true,false,
205,survey_kg_0098,Peng et al.,2024,Ontology design for security operations,WWW,Peng et al. (2024). Ontology design for security operations. WWW.,,kg,extended,true,false,
206,survey_kg_0158,Peng et al.,2024,Ontology design for security operations,WWW,Peng et al. (2024). Ontology design for security operations. WWW.,,kg,extended,true,false,
207,survey_kg_0218,Peng et al.,2024,Ontology design for security operations,WWW,Peng et al. (2024). Ontology design for security operations. WWW.,,kg,extended,true,false,
208,survey_kg_0278,Peng et al.,2024,Ontology design for security operations,WWW,Peng et al. (2024). Ontology design for security operations. WWW.,,kg,extended,true,false,
209,survey_kg_0008,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
210,survey_kg_0068,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
211,survey_kg_0128,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
212,survey_kg_0188,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
213,survey_kg_0248,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
214,survey_kg_0308,Peng et al.,2024,Temporal knowledge graphs in security operations,WWW,Peng et al. (2024). Temporal knowledge graphs in security operations. WWW.,,kg,extended,true,false,
215,survey_ids_0017,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
216,survey_ids_0077,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
217,survey_ids_0137,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
218,survey_ids_0197,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
219,survey_ids_0257,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
220,survey_ids_0317,Rahman et al.,2023,Deep learning IDS for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Deep learning IDS for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
221,survey_ids_0047,Rahman et al.,2023,Real-time IDS pipelines for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Real-time IDS pipelines for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
222,survey_ids_0107,Rahman et al.,2023,Real-time IDS pipelines for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Real-time IDS pipelines for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
223,survey_ids_0167,Rahman et al.,2023,Real-time IDS pipelines for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Real-time IDS pipelines for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
224,survey_ids_0227,Rahman et al.,2023,Real-time IDS pipelines for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Real-time IDS pipelines for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
225,survey_ids_0287,Rahman et al.,2023,Real-time IDS pipelines for privacy-preserving analytics,Computers & Security,Rahman et al. (2023). Real-time IDS pipelines for privacy-preserving analytics. Computers & Security.,,"ids, hallucination",extended,true,false,
226,ring2019nids,Ring et al.,2019,A survey of network-based intrusion detection data sets,Computers & Security,Ring et al. (2019). A survey of network-based intrusion detection data sets. Computers & Security. https://doi.org/10.1016/j.cose.2019.06.005,10.1016/j.cose.2019.06.005,ids,core,false,true,https://doi.org/10.1016/j.cose.2019.06.005
227,survey_kg_0014,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
228,survey_kg_0074,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
229,survey_kg_0134,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
230,survey_kg_0194,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
231,survey_kg_0254,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
232,survey_kg_0314,Singh et al.,2020,Entity linking and KG enrichment for ics/ot monitoring,CCS,Singh et al. (2020). Entity linking and KG enrichment for ics/ot monitoring. CCS.,,kg,extended,true,false,
233,survey_kg_0044,Singh et al.,2020,KG quality assessment in ics/ot monitoring,CCS,Singh et al. (2020). KG quality assessment in ics/ot monitoring. CCS.,,kg,extended,true,false,
234,survey_kg_0104,Singh et al.,2020,KG quality assessment in ics/ot monitoring,CCS,Singh et al. (2020). KG quality assessment in ics/ot monitoring. CCS.,,kg,extended,true,false,
235,survey_kg_0164,Singh et al.,2020,KG quality assessment in ics/ot monitoring,CCS,Singh et al. (2020). KG quality assessment in ics/ot monitoring. CCS.,,kg,extended,true,false,
236,survey_kg_0224,Singh et al.,2020,KG quality assessment in ics/ot monitoring,CCS,Singh et al. (2020). KG quality assessment in ics/ot monitoring. CCS.,,kg,extended,true,false,
237,survey_kg_0284,Singh et al.,2020,KG quality assessment in ics/ot monitoring,CCS,Singh et al. (2020). KG quality assessment in ics/ot monitoring. CCS.,,kg,extended,true,false,
238,strom2018attack,Strom et al.,2018,MITRE ATT&CK: Design and philosophy,MITRE Technical Report,Strom et al. (2018). MITRE ATT&CK: Design and philosophy. MITRE Technical Report. https://attack.mitre.org,https://attack.mitre.org,"cti, ids",core,false,true,https://attack.mitre.org
239,survey_kg_0050,Sun et al.,2016,Multi-source KG fusion for multimodal retrieval,ACM CSUR,Sun et al. (2016). Multi-source KG fusion for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
240,survey_kg_0110,Sun et al.,2016,Multi-source KG fusion for multimodal retrieval,ACM CSUR,Sun et al. (2016). Multi-source KG fusion for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
241,survey_kg_0170,Sun et al.,2016,Multi-source KG fusion for multimodal retrieval,ACM CSUR,Sun et al. (2016). Multi-source KG fusion for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
242,survey_kg_0230,Sun et al.,2016,Multi-source KG fusion for multimodal retrieval,ACM CSUR,Sun et al. (2016). Multi-source KG fusion for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
243,survey_kg_0290,Sun et al.,2016,Multi-source KG fusion for multimodal retrieval,ACM CSUR,Sun et al. (2016). Multi-source KG fusion for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
244,survey_kg_0020,Sun et al.,2016,Relation extraction into kgs for multimodal retrieval,ACM CSUR,Sun et al. (2016). Relation extraction into kgs for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
245,survey_kg_0080,Sun et al.,2016,Relation extraction into kgs for multimodal retrieval,ACM CSUR,Sun et al. (2016). Relation extraction into kgs for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
246,survey_kg_0140,Sun et al.,2016,Relation extraction into kgs for multimodal retrieval,ACM CSUR,Sun et al. (2016). Relation extraction into kgs for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
247,survey_kg_0200,Sun et al.,2016,Relation extraction into kgs for multimodal retrieval,ACM CSUR,Sun et al. (2016). Relation extraction into kgs for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
248,survey_kg_0260,Sun et al.,2016,Relation extraction into kgs for multimodal retrieval,ACM CSUR,Sun et al. (2016). Relation extraction into kgs for multimodal retrieval. ACM CSUR.,,"kg, rag",extended,true,false,
249,rahman2024llmsoc,various survey literature synthesis,2024,A survey on large language models for cybersecurity,arXiv / Computers & Security tracks,various survey literature synthesis (2024). A survey on large language models for cybersecurity. arXiv / Computers & Security tracks.,survey-synthesis,"cti, ids, hallucination, rag",core,false,true,
250,wagner2019cti,Wagner et al.,2019,Cyber threat intelligence sharing: Survey and research directions,Computers & Security,Wagner et al. (2019). Cyber threat intelligence sharing: Survey and research directions. Computers & Security. https://doi.org/10.1016/j.cose.2019.101589,10.1016/j.cose.2019.101589,"cti, kg",core,false,true,https://doi.org/10.1016/j.cose.2019.101589
251,survey_hallucination_0039,Wang et al.,2025,Attribution and citation integrity in threat intelligence feeds,AAAI,Wang et al. (2025). Attribution and citation integrity in threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
252,survey_hallucination_0099,Wang et al.,2025,Attribution and citation integrity in threat intelligence feeds,AAAI,Wang et al. (2025). Attribution and citation integrity in threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
253,survey_hallucination_0159,Wang et al.,2025,Attribution and citation integrity in threat intelligence feeds,AAAI,Wang et al. (2025). Attribution and citation integrity in threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
254,survey_hallucination_0219,Wang et al.,2025,Attribution and citation integrity in threat intelligence feeds,AAAI,Wang et al. (2025). Attribution and citation integrity in threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
255,survey_hallucination_0279,Wang et al.,2025,Attribution and citation integrity in threat intelligence feeds,AAAI,Wang et al. (2025). Attribution and citation integrity in threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
256,survey_hallucination_0009,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
257,survey_hallucination_0069,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
258,survey_hallucination_0129,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
259,survey_hallucination_0189,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
260,survey_hallucination_0249,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
261,survey_hallucination_0309,Wang et al.,2025,Mitigating LLM hallucination for threat intelligence feeds,AAAI,Wang et al. (2025). Mitigating LLM hallucination for threat intelligence feeds. AAAI.,,hallucination,extended,true,false,
262,survey_cti_0052,Wu et al.,2018,CTI graph analytics for streaming knowledge updates,arXiv,Wu et al. (2018). CTI graph analytics for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
263,survey_cti_0112,Wu et al.,2018,CTI graph analytics for streaming knowledge updates,arXiv,Wu et al. (2018). CTI graph analytics for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
264,survey_cti_0172,Wu et al.,2018,CTI graph analytics for streaming knowledge updates,arXiv,Wu et al. (2018). CTI graph analytics for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
265,survey_cti_0232,Wu et al.,2018,CTI graph analytics for streaming knowledge updates,arXiv,Wu et al. (2018). CTI graph analytics for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
266,survey_cti_0292,Wu et al.,2018,CTI graph analytics for streaming knowledge updates,arXiv,Wu et al. (2018). CTI graph analytics for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
267,survey_cti_0022,Wu et al.,2018,STIX/TAXII pipelines for streaming knowledge updates,arXiv,Wu et al. (2018). STIX/TAXII pipelines for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
268,survey_cti_0082,Wu et al.,2018,STIX/TAXII pipelines for streaming knowledge updates,arXiv,Wu et al. (2018). STIX/TAXII pipelines for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
269,survey_cti_0142,Wu et al.,2018,STIX/TAXII pipelines for streaming knowledge updates,arXiv,Wu et al. (2018). STIX/TAXII pipelines for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
270,survey_cti_0202,Wu et al.,2018,STIX/TAXII pipelines for streaming knowledge updates,arXiv,Wu et al. (2018). STIX/TAXII pipelines for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
271,survey_cti_0262,Wu et al.,2018,STIX/TAXII pipelines for streaming knowledge updates,arXiv,Wu et al. (2018). STIX/TAXII pipelines for streaming knowledge updates. arXiv.,,"cti, ids",extended,true,false,
272,survey_rag_0054,Xu et al.,2020,Evaluation benchmarks for RAG in SOC playbooks,COLING,Xu et al. (2020). Evaluation benchmarks for RAG in SOC playbooks. COLING.,,rag,extended,true,false,
273,survey_rag_0114,Xu et al.,2020,Evaluation benchmarks for RAG in SOC playbooks,COLING,Xu et al. (2020). Evaluation benchmarks for RAG in SOC playbooks. COLING.,,rag,extended,true,false,
